0,1,s_close,s_date
"Apr 14, 17",11.01,11.01,"Apr 14, 17"
"Apr 17, 17",10.98,10.98,"Apr 17, 17"
"Apr 18, 17",11.00,11.00,"Apr 18, 17"
"Apr 19, 17",11.00,11.00,"Apr 19, 17"
"Apr 20, 17",11.04,11.04,"Apr 20, 17"
"Apr 21, 17",11.01,11.01,"Apr 21, 17"
"Apr 24, 17",11.12,11.12,"Apr 24, 17"
"Apr 25, 17",11.25,11.25,"Apr 25, 17"
"Apr 26, 17",11.22,11.22,"Apr 26, 17"
"Apr 27, 17",11.50,11.50,"Apr 27, 17"
"Apr 28, 17",11.22,11.22,"Apr 28, 17"
"May 02, 17",11.16,11.16,"May 02, 17"
"May 03, 17",11.20,11.20,"May 03, 17"
"May 04, 17",11.29,11.29,"May 04, 17"
"May 05, 17",11.50,11.50,"May 05, 17"
"May 08, 17",11.70,11.70,"May 08, 17"
"May 09, 17",11.66,11.66,"May 09, 17"
"May 10, 17",11.62,11.62,"May 10, 17"
"May 11, 17",11.69,11.69,"May 11, 17"
"May 12, 17",11.65,11.65,"May 12, 17"
"May 15, 17",11.51,11.51,"May 15, 17"
"May 16, 17",11.51,11.51,"May 16, 17"
"May 17, 17",11.62,11.62,"May 17, 17"
"May 18, 17",11.56,11.56,"May 18, 17"
"May 19, 17",11.61,11.61,"May 19, 17"
"May 22, 17",11.56,11.56,"May 22, 17"
"May 23, 17",11.77,11.77,"May 23, 17"
"May 24, 17",11.80,11.80,"May 24, 17"
"May 25, 17",11.85,11.85,"May 25, 17"
"May 26, 17",11.71,11.71,"May 26, 17"
"May 29, 17",11.74,11.74,"May 29, 17"
"May 30, 17",11.67,11.67,"May 30, 17"
"May 31, 17",11.65,11.65,"May 31, 17"
"Jun 01, 17",11.47,11.47,"Jun 01, 17"
"Jun 02, 17",11.35,11.35,"Jun 02, 17"
"Jun 05, 17",11.60,11.60,"Jun 05, 17"
"Jun 06, 17",11.50,11.50,"Jun 06, 17"
"Jun 07, 17",11.69,11.69,"Jun 07, 17"
"Jun 08, 17",11.68,11.68,"Jun 08, 17"
"Jun 12, 17",11.38,11.38,"Jun 12, 17"
"Jun 13, 17",11.51,11.51,"Jun 13, 17"
"Jun 14, 17",11.39,11.39,"Jun 14, 17"
"Jun 15, 17",11.45,11.45,"Jun 15, 17"
"Jun 16, 17",11.41,11.41,"Jun 16, 17"
"Jun 19, 17",11.30,11.30,"Jun 19, 17"
"Jun 20, 17",11.17,11.17,"Jun 20, 17"
"Jun 21, 17",11.24,11.24,"Jun 21, 17"
"Jun 22, 17",11.40,11.40,"Jun 22, 17"
"Jun 29, 17",11.83,11.83,"Jun 29, 17"
"Jul 03, 17",11.29,11.29,"Jul 03, 17"
"Jul 04, 17",11.41,11.41,"Jul 04, 17"
"Jul 05, 17",11.40,11.40,"Jul 05, 17"
"Jul 06, 17",11.01,11.01,"Jul 06, 17"
"Jul 07, 17",11.48,11.48,"Jul 07, 17"
"Jul 10, 17",11.35,11.35,"Jul 10, 17"
"Jul 11, 17",11.49,11.49,"Jul 11, 17"
"Jul 12, 17",11.48,11.48,"Jul 12, 17"
"Jul 13, 17",11.22,11.22,"Jul 13, 17"
"Jul 14, 17",11.18,11.18,"Jul 14, 17"
"Jul 17, 17",11.52,11.52,"Jul 17, 17"
"Jul 18, 17",11.68,11.68,"Jul 18, 17"
"Jul 20, 17",11.63,11.63,"Jul 20, 17"
"Jul 21, 17",11.65,11.65,"Jul 21, 17"
"Jul 24, 17",11.60,11.60,"Jul 24, 17"
"Jul 25, 17",11.75,11.75,"Jul 25, 17"
"Jul 26, 17",11.90,11.90,"Jul 26, 17"
"Jul 27, 17",11.85,11.85,"Jul 27, 17"
"Jul 28, 17",11.88,11.88,"Jul 28, 17"
"Jul 31, 17",12.19,12.19,"Jul 31, 17"
"Aug 01, 17",12.11,12.11,"Aug 01, 17"
"Aug 02, 17",12.24,12.24,"Aug 02, 17"
"Aug 03, 17",12.30,12.30,"Aug 03, 17"
"Aug 04, 17",12.28,12.28,"Aug 04, 17"
"Aug 07, 17",12.26,12.26,"Aug 07, 17"
"Aug 08, 17",12.30,12.30,"Aug 08, 17"
"Aug 09, 17",12.25,12.25,"Aug 09, 17"
