s_close,s_date
110.654,"Oct 07, 2024"
110.711,"Oct 08, 2024"
110.753,"Oct 09, 2024"
110.805,"Oct 10, 2024"
110.841,"Oct 11, 2024"
110.975,"Oct 14, 2024"
111.025,"Oct 15, 2024"
111.094,"Oct 16, 2024"
111.147,"Oct 17, 2024"
111.195,"Oct 18, 2024"
111.34,"Oct 21, 2024"
111.385,"Oct 22, 2024"
111.442,"Oct 23, 2024"
111.513,"Oct 24, 2024"
111.571,"Oct 25, 2024"
111.705,"Oct 28, 2024"
111.779,"Oct 29, 2024"
111.852,"Oct 30, 2024"
111.901,"Oct 31, 2024"
111.997,"Nov 01, 2024"
112.157,"Nov 04, 2024"
112.172,"Nov 05, 2024"
112.21,"Nov 06, 2024"
112.237,"Nov 07, 2024"
112.276,"Nov 08, 2024"
112.39,"Nov 11, 2024"
112.431,"Nov 12, 2024"
112.463,"Nov 13, 2024"
112.498,"Nov 14, 2024"
112.477,"Nov 15, 2024"
112.574,"Nov 18, 2024"
112.606,"Nov 19, 2024"
112.645,"Nov 20, 2024"
112.676,"Nov 21, 2024"
112.71,"Nov 22, 2024"
112.856,"Nov 25, 2024"
112.921,"Nov 26, 2024"
113.019,"Nov 27, 2024"
113.062,"Nov 28, 2024"
113.286,"Nov 29, 2024"
113.43,"Dec 02, 2024"
113.46,"Dec 03, 2024"
113.481,"Dec 04, 2024"
113.517,"Dec 05, 2024"
113.551,"Dec 06, 2024"
113.661,"Dec 09, 2024"
113.718,"Dec 10, 2024"
113.782,"Dec 11, 2024"
113.842,"Dec 12, 2024"
113.871,"Dec 13, 2024"
114.279,"Dec 16, 2024"
114.276,"Dec 17, 2024"
114.287,"Dec 18, 2024"
114.343,"Dec 19, 2024"
114.38,"Dec 20, 2024"
114.477,"Dec 23, 2024"
114.508,"Dec 24, 2024"
114.979,"Dec 25, 2024"
115.012,"Dec 26, 2024"
115.054,"Dec 27, 2024"
115.157,"Dec 30, 2024"
115.189,"Dec 31, 2024"
115.232,"Jan 01, 2025"
115.268,"Jan 02, 2025"
115.319,"Jan 03, 2025"
115.399,"Jan 05, 2025"
115.437,"Jan 06, 2025"
115.472,"Jan 07, 2025"
115.508,"Jan 08, 2025"
115.552,"Jan 09, 2025"
115.608,"Jan 10, 2025"
115.686,"Jan 12, 2025"
115.722,"Jan 13, 2025"
115.74,"Jan 14, 2025"
115.759,"Jan 15, 2025"
115.773,"Jan 16, 2025"
115.807,"Jan 17, 2025"
115.877,"Jan 19, 2025"
115.91,"Jan 20, 2025"
115.932,"Jan 21, 2025"
115.972,"Jan 22, 2025"
116.021,"Jan 23, 2025"
116.09,"Jan 24, 2025"
116.148,"Jan 26, 2025"
116.18,"Jan 27, 2025"
116.209,"Jan 28, 2025"
116.207,"Jan 29, 2025"
116.238,"Jan 30, 2025"
116.261,"Jan 31, 2025"
116.316,"Feb 02, 2025"
116.349,"Feb 03, 2025"
116.38,"Feb 04, 2025"
