0,1,s_close,s_date
"Nov 21, 23",12.90,12.90,"Nov 21, 23"
"Nov 22, 23",13.16,13.16,"Nov 22, 23"
"Nov 23, 23",13.30,13.30,"Nov 23, 23"
"Nov 24, 23",13.23,13.23,"Nov 24, 23"
"Nov 27, 23",13.30,13.30,"Nov 27, 23"
"Nov 28, 23",13.48,13.48,"Nov 28, 23"
"Nov 29, 23",13.31,13.31,"Nov 29, 23"
"Dec 01, 23",13.26,13.26,"Dec 01, 23"
"Dec 04, 23",13.66,13.66,"Dec 04, 23"
"Dec 05, 23",13.71,13.71,"Dec 05, 23"
"Dec 06, 23",13.90,13.90,"Dec 06, 23"
"Dec 08, 23",14.05,14.05,"Dec 08, 23"
"Dec 11, 23",14.19,14.19,"Dec 11, 23"
"Dec 12, 23",14.26,14.26,"Dec 12, 23"
"Dec 13, 23",14.35,14.35,"Dec 13, 23"
"Dec 14, 23",13.82,13.82,"Dec 14, 23"
"Dec 15, 23",14.11,14.11,"Dec 15, 23"
"Dec 18, 23",14.15,14.15,"Dec 18, 23"
"Dec 19, 23",13.52,13.52,"Dec 19, 23"
"Dec 20, 23",13.42,13.42,"Dec 20, 23"
"Dec 21, 23",13.31,13.31,"Dec 21, 23"
"Dec 22, 23",13.13,13.13,"Dec 22, 23"
"Dec 26, 23",12.58,12.58,"Dec 26, 23"
"Dec 27, 23",12.63,12.63,"Dec 27, 23"
"Dec 28, 23",13.16,13.16,"Dec 28, 23"
"Dec 29, 23",13.30,13.30,"Dec 29, 23"
"Jan 01, 24",14.65,14.65,"Jan 01, 24"
"Jan 02, 24",14.70,14.70,"Jan 02, 24"
"Jan 03, 24",14.64,14.64,"Jan 03, 24"
"Jan 04, 24",14.60,14.60,"Jan 04, 24"
"Jan 08, 24",14.91,14.91,"Jan 08, 24"
"Jan 09, 24",14.64,14.64,"Jan 09, 24"
"Jan 10, 24",14.72,14.72,"Jan 10, 24"
"Jan 11, 24",15.00,15.00,"Jan 11, 24"
"Jan 12, 24",15.30,15.30,"Jan 12, 24"
"Jan 15, 24",15.22,15.22,"Jan 15, 24"
"Jan 16, 24",15.22,15.22,"Jan 16, 24"
"Jan 17, 24",14.52,14.52,"Jan 17, 24"
"Jan 19, 24",14.42,14.42,"Jan 19, 24"
"Jan 22, 24",14.18,14.18,"Jan 22, 24"
"Jan 23, 24",14.66,14.66,"Jan 23, 24"
"Jan 24, 24",14.76,14.76,"Jan 24, 24"
"Jan 25, 24",14.67,14.67,"Jan 25, 24"
"Jan 26, 24",14.05,14.05,"Jan 26, 24"
"Jan 29, 24",13.84,13.84,"Jan 29, 24"
"Jan 30, 24",13.84,13.84,"Jan 30, 24"
"Jan 31, 24",13.11,13.11,"Jan 31, 24"
"Feb 01, 24",12.83,12.83,"Feb 01, 24"
"Feb 02, 24",13.23,13.23,"Feb 02, 24"
"Feb 06, 24",13.71,13.71,"Feb 06, 24"
"Feb 07, 24",13.92,13.92,"Feb 07, 24"
"Feb 12, 24",13.00,13.00,"Feb 12, 24"
"Feb 13, 24",12.84,12.84,"Feb 13, 24"
"Feb 14, 24",13.20,13.20,"Feb 14, 24"
"Feb 15, 24",13.29,13.29,"Feb 15, 24"
"Feb 19, 24",12.99,12.99,"Feb 19, 24"
"Feb 20, 24",13.20,13.20,"Feb 20, 24"
"Feb 21, 24",13.04,13.04,"Feb 21, 24"
"Feb 22, 24",13.45,13.45,"Feb 22, 24"
"Feb 23, 24",13.86,13.86,"Feb 23, 24"
"Feb 26, 24",14.16,14.16,"Feb 26, 24"
"Feb 27, 24",14.15,14.15,"Feb 27, 24"
"Feb 28, 24",14.36,14.36,"Feb 28, 24"
"Feb 29, 24",14.53,14.53,"Feb 29, 24"
"Mar 01, 24",14.59,14.59,"Mar 01, 24"
"Mar 04, 24",14.75,14.75,"Mar 04, 24"
"Mar 05, 24",14.93,14.93,"Mar 05, 24"
"Mar 06, 24",15.03,15.03,"Mar 06, 24"
"Mar 08, 24",15.21,15.21,"Mar 08, 24"
"Mar 11, 24",15.42,15.42,"Mar 11, 24"
"Mar 12, 24",15.18,15.18,"Mar 12, 24"
"Mar 13, 24",14.60,14.60,"Mar 13, 24"
"Mar 14, 24",14.70,14.70,"Mar 14, 24"
"Mar 15, 24",14.83,14.83,"Mar 15, 24"
"Mar 18, 24",15.00,15.00,"Mar 18, 24"
"Mar 19, 24",15.00,15.00,"Mar 19, 24"
"Mar 20, 24",15.15,15.15,"Mar 20, 24"
"Mar 21, 24",14.77,14.77,"Mar 21, 24"
"Mar 22, 24",14.89,14.89,"Mar 22, 24"
"Mar 25, 24",14.80,14.80,"Mar 25, 24"
"Mar 26, 24",14.88,14.88,"Mar 26, 24"
"Mar 27, 24",14.96,14.96,"Mar 27, 24"
"Mar 28, 24",15.14,15.14,"Mar 28, 24"
"Mar 29, 24",15.10,15.10,"Mar 29, 24"
"Apr 01, 24",15.30,15.30,"Apr 01, 24"
"Apr 02, 24",15.36,15.36,"Apr 02, 24"
"Apr 03, 24",15.45,15.45,"Apr 03, 24"
"Apr 04, 24",15.64,15.64,"Apr 04, 24"
"Apr 08, 24",16.80,16.80,"Apr 08, 24"
"Apr 09, 24",16.26,16.26,"Apr 09, 24"
"Apr 15, 24",16.44,16.44,"Apr 15, 24"
"Apr 16, 24",16.36,16.36,"Apr 16, 24"
"Apr 17, 24",16.29,16.29,"Apr 17, 24"
"Apr 18, 24",16.37,16.37,"Apr 18, 24"
